collection_name,token_id,date,trades
Doodles,1713,3/1/22,2
World of Women,1714,7/28/21,2
CrypToadz,1714,9/9/21,2
Doodles,1714,11/24/21,2
Mutant Ape Yacht Club,1714,12/27/21,2
CrypToadz,1714,1/1/22,2
Bored Ape Kennel Club,1714,1/12/22,3
Cryptopunks,1714,2/21/22,2
Meebits,1715,8/6/21,2
Bored Ape Yacht Club,1715,8/16/21,2
Mutant Ape Yacht Club,1715,8/29/21,5
dotdotdots,1715,9/1/21,2
dotdotdots,1715,9/14/21,2
CrypToadz,1715,10/15/21,2
Terraform,1715,12/19/21,2
CloneX,1715,12/21/21,2
CloneX,1715,12/28/21,2
Azuki,1715,1/13/22,2
CloneX,1715,2/10/22,2
Azuki,1715,3/24/22,2
Cool Cats,1716,8/5/21,2
Mutant Ape Yacht Club,1716,8/29/21,3
CrypToadz,1716,9/9/21,2
Cryptopunks,1716,9/24/21,3
Bored Ape Kennel Club,1716,12/25/21,2
Doodles,1716,1/8/22,2
World of Women,1716,2/7/22,2
Doodles,1716,4/1/22,2
Bored Ape Yacht Club,1717,6/15/21,2
Cryptopunks,1717,8/27/21,2
Bored Ape Yacht Club,1717,11/13/21,2
Mutant Ape Yacht Club,1717,1/1/22,2
CloneX,1717,1/23/22,3
CloneX,1717,1/29/22,2
Doodles,1717,2/22/22,2
Doodles,1717,3/2/22,2
Doodles,1717,3/17/22,2
CrypToadz,1717,3/22/22,3
Azuki,1717,3/24/22,101
Mutant Ape Yacht Club,1717,3/28/22,2
Bored Ape Kennel Club,1718,7/31/21,2
CrypToadz,1718,10/21/21,2
CloneX,1718,1/8/22,3
Bored Ape Kennel Club,1718,3/7/22,2
Bored Ape Kennel Club,1718,3/10/22,2
Bored Ape Kennel Club,1718,3/16/22,2
Azuki,1718,3/24/22,2
Bored Ape Kennel Club,1718,3/29/22,2
Cryptopunks,1719,4/14/21,3
CrypToadz,1719,9/9/21,2
Cryptopunks,1719,12/11/21,2
Azuki,1719,3/17/22,2
World of Women,1720,8/2/21,2
Bored Ape Kennel Club,1720,8/4/21,2
Bored Ape Yacht Club,1720,12/18/21,2
Terraform,1720,12/20/21,5
CloneX,1720,1/13/22,3
Doodles,1720,1/26/22,4
dotdotdots,1721,8/31/21,2
Cool Cats,1721,10/6/21,2
Cryptopunks,1721,12/2/21,2
Terraform,1721,1/11/22,3
Loot,1722,9/27/21,2
Bored Ape Yacht Club,1723,5/28/21,2
Bored Ape Kennel Club,1723,6/19/21,2
World of Women,1723,8/7/21,2
Mutant Ape Yacht Club,1723,8/29/21,3
dotdotdots,1723,8/31/21,2
Cool Cats,1723,9/26/21,2
Doodles,1723,12/5/21,2
Loot,1723,12/9/21,2
CloneX,1723,12/12/21,2
CloneX,1723,12/13/21,2
CrypToadz,1723,12/14/21,2
CrypToadz,1723,2/28/22,2
CrypToadz,1723,3/24/22,2
Bored Ape Kennel Club,1724,6/24/21,2
Meebits,1724,7/10/21,2
Cryptopunks,1724,8/13/21,2
Bored Ape Kennel Club,1724,8/26/21,2
Bored Ape Kennel Club,1724,8/28/21,2
Mutant Ape Yacht Club,1724,8/29/21,2
Cool Cats,1724,9/5/21,2
Doodles,1724,10/17/21,2
Bored Ape Yacht Club,1725,5/30/21,2
Bored Ape Kennel Club,1725,8/9/21,3
Bored Ape Kennel Club,1725,8/10/21,2
Bored Ape Kennel Club,1725,8/11/21,2
Mutant Ape Yacht Club,1725,8/29/21,2
dotdotdots,1725,8/31/21,2
Bored Ape Yacht Club,1725,9/2/21,2
Loot,1725,9/7/21,2
Doodles,1725,10/27/21,3
Bored Ape Yacht Club,1725,11/9/21,2
Terraform,1725,12/18/21,2
Bored Ape Yacht Club,1725,1/3/22,2
Terraform,1725,1/22/22,4
Bored Ape Yacht Club,1726,5/2/21,2
Meebits,1726,7/2/21,2
Bored Ape Kennel Club,1726,7/8/21,2
Mutant Ape Yacht Club,1726,8/29/21,2
CrypToadz,1726,10/14/21,3
CrypToadz,1726,10/17/21,4
CrypToadz,1726,11/4/21,4
Bored Ape Kennel Club,1726,11/24/21,2
Loot,1726,12/28/21,2
Doodles,1726,12/31/21,2
Bored Ape Kennel Club,1726,2/20/22,2
Mutant Ape Yacht Club,1727,11/20/21,2
Mutant Ape Yacht Club,1727,11/22/21,2
Mutant Ape Yacht Club,1727,11/23/21,2
Meebits,1728,8/6/21,3
Bored Ape Kennel Club,1728,8/28/21,2
dotdotdots,1728,9/1/21,2
CrypToadz,1728,9/15/21,2
CrypToadz,1728,10/7/21,2
CrypToadz,1728,10/14/21,2
Doodles,1728,12/7/21,3
Cool Cats,1729,7/10/21,2
Cryptopunks,1729,8/17/21,2
Loot,1729,9/2/21,2
Azuki,1729,4/2/22,2
Mutant Ape Yacht Club,1730,11/22/21,2
Cool Cats,1730,3/1/22,2
dotdotdots,1731,8/31/21,3
CrypToadz,1731,9/9/21,3
Mutant Ape Yacht Club,1731,11/30/21,2
Meebits,1731,1/8/22,2
Doodles,1731,3/1/22,3
Mutant Ape Yacht Club,1731,3/23/22,4
Meebits,1732,8/28/21,2
Cool Cats,1732,9/2/21,3
dotdotdots,1732,9/3/21,3
Doodles,1732,12/17/21,2
Doodles,1732,12/23/21,2
Bored Ape Kennel Club,1732,3/21/22,2
Cryptopunks,1733,4/19/21,3
Bored Ape Kennel Club,1733,6/18/21,2
Bored Ape Kennel Club,1733,6/27/21,2
Cool Cats,1733,7/11/21,2
Cool Cats,1733,8/1/21,4
dotdotdots,1733,9/1/21,2
CrypToadz,1733,9/9/21,2
Doodles,1733,10/18/21,3
CloneX,1733,1/20/22,2
CloneX,1733,1/27/22,2
CloneX,1733,2/28/22,4
Cryptopunks,1734,4/20/21,3
Bored Ape Yacht Club,1734,8/23/21,2
dotdotdots,1734,9/1/21,2
CrypToadz,1734,9/9/21,3
CrypToadz,1734,10/7/21,2
Cryptopunks,1734,2/17/22,2
Cryptopunks,1735,5/3/21,3
Bored Ape Yacht Club,1735,8/4/21,2
Bored Ape Yacht Club,1735,8/29/21,2
Cool Cats,1735,9/9/21,2
Cool Cats,1735,9/12/21,2
Cryptopunks,1735,10/4/21,2
Cool Cats,1735,10/5/21,2
Bored Ape Yacht Club,1735,10/19/21,2
Bored Ape Kennel Club,1735,1/4/22,2
Bored Ape Kennel Club,1736,8/22/21,2
CrypToadz,1736,9/9/21,2
CloneX,1736,12/13/21,2
Azuki,1736,1/14/22,2
Bored Ape Kennel Club,1737,12/27/21,2
Bored Ape Kennel Club,1738,6/23/21,2
Bored Ape Kennel Club,1738,6/26/21,2
Bored Ape Kennel Club,1738,8/5/21,2
CrypToadz,1738,9/9/21,3
Bored Ape Kennel Club,1738,10/6/21,2
Bored Ape Kennel Club,1739,8/3/21,2
Loot,1739,9/2/21,2
Loot,1739,9/20/21,2
CrypToadz,1739,10/16/21,2
CrypToadz,1739,10/22/21,3
Bored Ape Kennel Club,1739,3/24/22,2
Bored Ape Kennel Club,1740,6/18/21,2
dotdotdots,1740,8/31/21,2
CrypToadz,1740,9/9/21,2
Cool Cats,1740,9/14/21,2
Bored Ape Yacht Club,1740,3/12/22,2
Cryptopunks,1742,4/19/21,3
Meebits,1742,5/6/21,2
Mutant Ape Yacht Club,1742,12/22/21,3
Cool Cats,1742,1/19/22,4
Mutant Ape Yacht Club,1742,3/14/22,2
dotdotdots,1742,4/8/22,4
Cryptopunks,1743,9/14/20,3
Cryptopunks,1743,1/2/21,2
Bored Ape Yacht Club,1743,6/2/21,2
Mutant Ape Yacht Club,1743,8/31/21,2
CrypToadz,1743,9/9/21,3
World of Women,1743,1/12/22,2
Mutant Ape Yacht Club,1743,1/25/22,2
Bored Ape Kennel Club,1744,6/26/21,3
Bored Ape Yacht Club,1744,6/27/21,2
dotdotdots,1744,8/31/21,2
CrypToadz,1744,9/9/21,3
Mutant Ape Yacht Club,1744,12/6/21,2
Mutant Ape Yacht Club,1744,12/11/21,3
World of Women,1744,1/13/22,2
Azuki,1744,1/14/22,2
Mutant Ape Yacht Club,1744,1/25/22,2
Azuki,1744,2/17/22,2
Cool Cats,1745,8/31/21,2
CrypToadz,1745,9/10/21,2
CrypToadz,1745,9/15/21,2
Bored Ape Yacht Club,1745,10/1/21,3
Doodles,1745,10/17/21,2
CloneX,1745,12/28/21,2
Doodles,1745,12/31/21,3
Cool Cats,1745,2/9/22,3
Azuki,1745,3/3/22,3
Cool Cats,1745,3/4/22,2
Loot,1746,9/1/21,2
Doodles,1746,3/31/22,2
Bored Ape Yacht Club,1747,5/31/21,2
Cool Cats,1747,7/18/21,4
Cool Cats,1747,8/24/21,3
Mutant Ape Yacht Club,1747,8/29/21,2
dotdotdots,1747,8/31/21,2
CrypToadz,1747,9/9/21,2
Azuki,1747,1/13/22,3
Mutant Ape Yacht Club,1747,1/16/22,2
Doodles,1747,3/14/22,2
Azuki,1747,3/16/22,4
Mutant Ape Yacht Club,1747,3/17/22,2
Mutant Ape Yacht Club,1748,9/24/21,2
Bored Ape Kennel Club,1748,11/18/21,2
World of Women,1748,1/12/22,4
Cool Cats,1749,7/7/21,2
Cool Cats,1749,8/24/21,2
Cryptopunks,1749,8/27/21,2
dotdotdots,1749,8/31/21,2
Cool Cats,1749,9/5/21,2
CrypToadz,1749,9/9/21,2
Meebits,1749,2/18/22,2
Bored Ape Yacht Club,1749,2/23/22,5
Bored Ape Yacht Club,1749,3/17/22,2
CrypToadz,1749,3/18/22,2
Bored Ape Yacht Club,1749,3/25/22,3
Cryptopunks,1750,2/21/21,2
Bored Ape Kennel Club,1750,6/30/21,2
Cool Cats,1750,9/1/21,2
CrypToadz,1750,9/9/21,2
Cool Cats,1750,9/18/21,2
World of Women,1750,11/13/21,2
Cool Cats,1750,2/15/22,2
Mutant Ape Yacht Club,1751,8/29/21,2
dotdotdots,1751,9/1/21,2
Cool Cats,1751,10/6/21,3
Mutant Ape Yacht Club,1751,12/26/21,2
Bored Ape Yacht Club,1751,1/13/22,2
Terraform,1751,2/20/22,2
Loot,1751,4/3/22,2
Cryptopunks,1752,8/28/21,2
dotdotdots,1752,8/31/21,2
Bored Ape Kennel Club,1752,9/1/21,2
CrypToadz,1752,9/9/21,2
CrypToadz,1752,9/30/21,2
Cool Cats,1752,10/6/21,2
Azuki,1752,1/26/22,2
Mutant Ape Yacht Club,1752,2/3/22,2
Terraform,1752,2/20/22,2
Bored Ape Kennel Club,1752,3/17/22,2
Bored Ape Yacht Club,1753,7/15/21,2
Mutant Ape Yacht Club,1753,8/29/21,2
dotdotdots,1753,9/1/21,2
dotdotdots,1753,9/2/21,3
Mutant Ape Yacht Club,1753,10/22/21,2
Terraform,1753,12/17/21,2
CloneX,1753,4/3/22,3
Cool Cats,1754,7/4/21,3
Cool Cats,1754,8/1/21,2
Mutant Ape Yacht Club,1754,8/29/21,2
dotdotdots,1754,8/31/21,2
Doodles,1754,12/17/21,2
Terraform,1754,1/20/22,2
Azuki,1754,1/25/22,2
Azuki,1754,4/1/22,2
CrypToadz,1755,9/9/21,2
Bored Ape Kennel Club,1755,10/8/21,7
Bored Ape Yacht Club,1755,10/20/21,2
Bored Ape Yacht Club,1755,11/14/21,2
Bored Ape Yacht Club,1755,11/16/21,4
Bored Ape Kennel Club,1755,11/20/21,14
Doodles,1755,12/14/21,2
Bored Ape Kennel Club,1755,1/3/22,2
Mutant Ape Yacht Club,1756,8/31/21,2
Doodles,1756,11/16/21,2
Bored Ape Kennel Club,1756,12/1/21,2
CloneX,1756,1/24/22,2
Azuki,1756,1/25/22,3
Mutant Ape Yacht Club,1756,3/18/22,2
Bored Ape Yacht Club,1757,6/19/21,2
Cool Cats,1757,7/7/21,2
Meebits,1757,8/31/21,5
CrypToadz,1757,9/26/21,2
CloneX,1757,1/26/22,2
Azuki,1757,1/28/22,2
Azuki,1757,2/26/22,2
Bored Ape Kennel Club,1757,3/16/22,3
Cryptopunks,1758,4/19/21,3
Bored Ape Kennel Club,1758,6/26/21,2
Bored Ape Yacht Club,1758,8/15/21,2
Bored Ape Yacht Club,1758,8/21/21,2
dotdotdots,1758,9/1/21,2
World of Women,1758,1/19/22,2
Bored Ape Yacht Club,1758,3/11/22,3
Bored Ape Yacht Club,1759,7/13/21,2
CrypToadz,1759,9/11/21,3
Bored Ape Kennel Club,1759,9/12/21,2
Bored Ape Yacht Club,1759,12/11/21,3
Bored Ape Yacht Club,1759,3/18/22,2
Cool Cats,1760,8/2/21,2
Cool Cats,1760,8/29/21,2
Cryptopunks,1760,12/17/21,2
Cool Cats,1760,2/24/22,3
Cryptopunks,1761,8/7/21,2
Cryptopunks,1761,8/28/21,3
Mutant Ape Yacht Club,1761,3/13/22,2
Mutant Ape Yacht Club,1761,3/20/22,2
Azuki,1761,3/24/22,2
Meebits,1762,8/29/21,2
Mutant Ape Yacht Club,1762,8/31/21,2
Bored Ape Kennel Club,1762,3/18/22,4
Azuki,1762,3/27/22,2
Loot,1763,8/31/21,2
Bored Ape Kennel Club,1763,10/26/21,2
Mutant Ape Yacht Club,1764,8/31/21,3
Meebits,1764,10/9/21,3
Bored Ape Yacht Club,1764,11/13/21,2
Cool Cats,1764,1/31/22,2
Bored Ape Kennel Club,1765,7/17/21,2
Cool Cats,1765,10/6/21,2
World of Women,1765,1/12/22,2
Bored Ape Kennel Club,1765,3/18/22,2
Cryptopunks,1766,8/28/21,3
Mutant Ape Yacht Club,1766,9/28/21,3
Cryptopunks,1767,10/2/20,5
Cryptopunks,1767,3/11/21,2
Bored Ape Kennel Club,1767,6/30/21,2
Bored Ape Yacht Club,1767,7/14/21,2
Cool Cats,1767,11/16/21,2
CloneX,1767,12/13/21,2
Doodles,1767,3/1/22,2
Cool Cats,1768,7/4/21,2
Doodles,1768,10/18/21,2
Azuki,1768,1/26/22,2
Meebits,1768,3/17/22,3
Cryptopunks,1769,10/3/20,2
Cryptopunks,1769,8/28/21,3
Mutant Ape Yacht Club,1769,8/29/21,2
Meebits,1769,8/31/21,2
Azuki,1769,1/13/22,3
Cryptopunks,1770,10/4/20,2
Cool Cats,1770,7/7/21,2
Cool Cats,1770,7/16/21,2
Bored Ape Yacht Club,1770,8/1/21,2
Bored Ape Kennel Club,1770,8/4/21,2
Bored Ape Yacht Club,1770,8/21/21,3
Mutant Ape Yacht Club,1770,8/29/21,3
Mutant Ape Yacht Club,1770,12/10/21,3
CloneX,1770,12/24/21,3
Meebits,1770,3/11/22,2
Cryptopunks,1771,2/22/21,2
Cryptopunks,1771,3/15/21,2
Bored Ape Kennel Club,1771,8/4/21,2
dotdotdots,1771,9/1/21,3
Doodles,1771,10/18/21,3
CloneX,1771,3/12/22,2
Cool Cats,1771,3/19/22,4
Bored Ape Kennel Club,1772,6/19/21,2
Bored Ape Yacht Club,1772,8/8/21,2
Bored Ape Yacht Club,1772,8/30/21,2
dotdotdots,1772,9/1/21,3
Loot,1772,9/7/21,2
CrypToadz,1772,9/10/21,2
CrypToadz,1772,9/26/21,3
Bored Ape Yacht Club,1772,11/13/21,2
Doodles,1772,2/20/22,2
Bored Ape Yacht Club,1772,3/17/22,2
Cryptopunks,1773,9/16/20,2
Cryptopunks,1773,9/20/20,2
dotdotdots,1773,8/31/21,2
CrypToadz,1773,9/9/21,2
Bored Ape Yacht Club,1773,9/30/21,2
Bored Ape Kennel Club,1773,11/3/21,2
CrypToadz,1773,12/27/21,2
Doodles,1773,3/1/22,2
Cool Cats,1774,7/7/21,2
Mutant Ape Yacht Club,1774,8/29/21,2
dotdotdots,1774,8/31/21,2
Mutant Ape Yacht Club,1774,9/1/21,3
Mutant Ape Yacht Club,1774,9/3/21,2
Bored Ape Kennel Club,1774,9/6/21,2
dotdotdots,1774,9/7/21,2
Mutant Ape Yacht Club,1774,10/22/21,2
Bored Ape Kennel Club,1774,12/25/21,2
CloneX,1774,1/27/22,2
Bored Ape Kennel Club,1774,2/20/22,3
Cryptopunks,1775,6/16/21,2
Bored Ape Yacht Club,1775,7/21/21,2
Mutant Ape Yacht Club,1775,8/29/21,2
CrypToadz,1775,10/17/21,4
CrypToadz,1775,10/20/21,2
Meebits,1775,3/5/22,2
Cryptopunks,1776,4/26/21,2
Mutant Ape Yacht Club,1776,8/29/21,2
dotdotdots,1776,9/1/21,2
CrypToadz,1776,9/15/21,2
Doodles,1776,1/12/22,3
Cryptopunks,1776,1/25/22,3
Terraform,1776,2/9/22,2
Mutant Ape Yacht Club,1776,3/17/22,2
CrypToadz,1777,9/25/21,2
Terraform,1777,12/18/21,3
Cryptopunks,1778,6/10/18,2
Cryptopunks,1778,10/2/20,8
Cryptopunks,1778,3/5/21,2
Cool Cats,1778,8/25/21,2
Loot,1778,8/27/21,2
Meebits,1778,8/31/21,2
Bored Ape Kennel Club,1778,9/6/21,2
CrypToadz,1778,9/9/21,2
Bored Ape Kennel Club,1778,11/17/21,2
Mutant Ape Yacht Club,1778,11/20/21,2
CloneX,1778,12/12/21,2
World of Women,1778,1/6/22,2
Cool Cats,1778,1/17/22,2
Azuki,1778,2/2/22,2
Doodles,1778,3/25/22,3
Meebits,1779,8/23/21,2
dotdotdots,1779,8/31/21,2
dotdotdots,1779,9/1/21,2
dotdotdots,1779,9/8/21,2
CrypToadz,1779,9/15/21,2
Cool Cats,1779,11/14/21,3
CrypToadz,1780,1/5/22,2
CrypToadz,1780,3/17/22,2
CloneX,1780,3/29/22,2
Cryptopunks,1781,12/27/20,2
Cryptopunks,1781,4/12/21,2
Cryptopunks,1781,8/27/21,2
CrypToadz,1781,10/14/21,2
CrypToadz,1781,10/21/21,3
Cryptopunks,1781,12/9/21,2
CloneX,1781,12/13/21,3
CrypToadz,1781,12/14/21,3
Azuki,1781,1/13/22,2
Cryptopunks,1781,1/22/22,2
Bored Ape Kennel Club,1781,2/20/22,2
Loot,1781,4/3/22,2
World of Women,1782,8/1/21,2
Cool Cats,1782,8/28/21,2
Bored Ape Yacht Club,1782,8/31/21,2
CrypToadz,1782,9/9/21,2
World of Women,1783,8/2/21,2
Bored Ape Kennel Club,1783,8/4/21,2
Bored Ape Yacht Club,1783,8/28/21,2
World of Women,1783,8/30/21,2
Bored Ape Yacht Club,1783,8/31/21,2
Bored Ape Yacht Club,1783,11/23/21,3
Meebits,1783,1/11/22,6
CrypToadz,1783,1/13/22,2
Bored Ape Yacht Club,1784,6/15/21,2
Bored Ape Kennel Club,1784,7/25/21,2
Mutant Ape Yacht Club,1784,2/1/22,2
Bored Ape Yacht Club,1785,8/22/21,2
Bored Ape Kennel Club,1785,8/24/21,2
CrypToadz,1785,9/9/21,2
CloneX,1785,12/27/21,2
Mutant Ape Yacht Club,1785,1/9/22,2
Azuki,1785,1/28/22,2
Bored Ape Kennel Club,1785,2/25/22,2
Cool Cats,1786,7/2/21,2
Cool Cats,1786,7/7/21,3
dotdotdots,1786,9/1/21,2
Mutant Ape Yacht Club,1786,9/28/21,3
CrypToadz,1786,12/4/21,3
Bored Ape Yacht Club,1786,12/31/21,2
Azuki,1786,1/13/22,2
Doodles,1786,3/12/22,2
CrypToadz,1786,3/19/22,2
Mutant Ape Yacht Club,1787,8/29/21,2
Mutant Ape Yacht Club,1787,9/5/21,3
CrypToadz,1787,9/9/21,2
Doodles,1787,10/18/21,2
Doodles,1787,1/9/22,2
Azuki,1787,1/26/22,2
Doodles,1787,3/25/22,2
Cryptopunks,1788,10/4/20,2
Cool Cats,1788,7/7/21,3
Bored Ape Kennel Club,1788,7/19/21,2
Meebits,1788,7/21/21,2
Meebits,1788,8/3/21,2
Meebits,1788,8/23/21,2
Mutant Ape Yacht Club,1788,8/29/21,2
Mutant Ape Yacht Club,1788,3/21/22,2
Mutant Ape Yacht Club,1788,3/28/22,2
Bored Ape Kennel Club,1789,8/15/21,2
Loot,1789,9/2/21,2
CrypToadz,1789,9/9/21,2
CloneX,1789,1/3/22,2
Bored Ape Kennel Club,1789,1/25/22,4
Mutant Ape Yacht Club,1789,3/17/22,3
Bored Ape Yacht Club,1789,3/28/22,2
Cool Cats,1790,7/4/21,2
Cool Cats,1790,7/18/21,2
Cool Cats,1790,8/3/21,2
CrypToadz,1790,9/9/21,2
Cool Cats,1790,11/2/21,2
Cool Cats,1790,12/1/21,2
Azuki,1790,1/20/22,2
CrypToadz,1790,3/19/22,2
Cryptopunks,1791,9/30/18,2
Cryptopunks,1791,10/3/20,2
Cryptopunks,1791,3/10/21,2
Cryptopunks,1791,4/6/21,2
Cryptopunks,1791,4/28/21,2
Mutant Ape Yacht Club,1791,8/29/21,3
Mutant Ape Yacht Club,1791,8/31/21,2
CrypToadz,1791,9/30/21,2
Loot,1791,10/8/21,2
Bored Ape Kennel Club,1791,11/11/21,3
Cool Cats,1792,8/29/21,4
Doodles,1792,12/27/21,2
Doodles,1792,1/5/22,2
Doodles,1792,1/10/22,2
Doodles,1792,2/6/22,2
Doodles,1792,3/1/22,4
Doodles,1792,3/14/22,6
Cool Cats,1793,7/8/21,2
Cryptopunks,1793,7/31/21,2
Cool Cats,1793,8/28/21,7
Cool Cats,1793,8/31/21,2
CloneX,1794,1/26/22,2
CloneX,1794,3/11/22,2
CloneX,1794,3/13/22,2
CloneX,1794,4/3/22,2
Bored Ape Yacht Club,1795,7/14/21,2
World of Women,1795,8/28/21,2
World of Women,1795,8/30/21,2
Mutant Ape Yacht Club,1795,8/31/21,3
Mutant Ape Yacht Club,1795,9/1/21,2
dotdotdots,1795,9/2/21,4
Loot,1795,9/3/21,2
Loot,1795,9/7/21,3
CrypToadz,1795,10/1/21,2
CrypToadz,1795,10/5/21,3
Doodles,1795,2/10/22,2
Mutant Ape Yacht Club,1795,3/18/22,2
Cryptopunks,1796,10/4/20,3
Cryptopunks,1796,3/30/21,2
Bored Ape Kennel Club,1796,6/22/21,2
Bored Ape Kennel Club,1796,6/26/21,2
Mutant Ape Yacht Club,1796,8/29/21,4
dotdotdots,1796,8/31/21,3
Mutant Ape Yacht Club,1796,10/12/21,4
CloneX,1796,12/12/21,2
CloneX,1796,1/3/22,2
Bored Ape Kennel Club,1796,1/17/22,2
Meebits,1797,5/4/21,2
Cool Cats,1797,9/18/21,4
Bored Ape Kennel Club,1797,10/2/21,2
Cryptopunks,1798,2/14/21,4
dotdotdots,1798,8/31/21,2
Bored Ape Kennel Club,1798,9/8/21,2
Doodles,1798,11/2/21,2
Cool Cats,1798,1/24/22,2
Bored Ape Kennel Club,1798,3/18/22,4
dotdotdots,1799,8/31/21,2
CrypToadz,1799,10/21/21,2
Bored Ape Kennel Club,1799,12/2/21,2
CrypToadz,1799,12/25/21,2
Loot,1799,1/20/22,2
Meebits,1799,3/19/22,2
Bored Ape Kennel Club,1800,8/31/21,4
CrypToadz,1800,9/20/21,2
CrypToadz,1800,10/21/21,2
CrypToadz,1800,12/11/21,2
CrypToadz,1800,1/26/22,2
CrypToadz,1800,3/19/22,3
Bored Ape Yacht Club,1801,8/6/21,2
Bored Ape Yacht Club,1801,8/15/21,2
Bored Ape Yacht Club,1801,8/21/21,3
dotdotdots,1801,8/31/21,2
CrypToadz,1801,12/11/21,2
Azuki,1801,2/3/22,2
Bored Ape Kennel Club,1802,7/12/21,2
Meebits,1802,7/19/21,2
Loot,1802,9/1/21,2
dotdotdots,1802,9/2/21,2
Bored Ape Kennel Club,1802,9/6/21,2
CrypToadz,1802,9/9/21,2
CrypToadz,1802,9/16/21,3
CrypToadz,1802,9/26/21,3
CrypToadz,1802,10/10/21,2
Doodles,1802,10/31/21,2
Bored Ape Yacht Club,1802,12/2/21,2
Terraform,1802,1/3/22,2
CrypToadz,1802,3/19/22,2
Bored Ape Kennel Club,1802,4/2/22,3
Bored Ape Yacht Club,1803,5/26/21,2
Cool Cats,1803,7/19/21,2
Cool Cats,1803,8/5/21,2
Meebits,1803,8/23/21,2
dotdotdots,1803,8/31/21,2
CrypToadz,1803,10/21/21,2
Cryptopunks,1804,8/28/21,3
Mutant Ape Yacht Club,1804,8/29/21,2
Cool Cats,1804,11/15/21,2
Mutant Ape Yacht Club,1804,1/9/22,2
Doodles,1804,1/22/22,2
Cool Cats,1804,1/31/22,4
Doodles,1804,3/1/22,3
Cool Cats,1804,3/13/22,2
Doodles,1804,3/27/22,2
Cool Cats,1805,7/7/21,2
Cool Cats,1805,7/15/21,2
Bored Ape Kennel Club,1805,8/5/21,2
Doodles,1805,10/18/21,2
CrypToadz,1805,10/19/21,4
CrypToadz,1805,10/20/21,2
CrypToadz,1805,10/21/21,2
CrypToadz,1805,2/19/22,2
Bored Ape Kennel Club,1806,6/19/21,3
Cool Cats,1806,7/7/21,2
Cool Cats,1806,8/27/21,2
World of Women,1806,10/1/21,2
Doodles,1806,12/26/21,2
Azuki,1806,1/12/22,2
Azuki,1806,1/20/22,3
Bored Ape Kennel Club,1807,7/17/21,2
World of Women,1807,8/8/21,2
Bored Ape Kennel Club,1807,9/1/21,2
Cool Cats,1807,10/6/21,3
Mutant Ape Yacht Club,1807,12/27/21,2
Bored Ape Kennel Club,1807,1/30/22,4
Mutant Ape Yacht Club,1807,2/3/22,3
Bored Ape Kennel Club,1807,2/11/22,2
Cryptopunks,1808,10/3/20,2
Mutant Ape Yacht Club,1808,8/29/21,2
CloneX,1808,12/12/21,2
Terraform,1808,1/25/22,3
Meebits,1808,3/11/22,2
Cool Cats,1809,8/28/21,4
CrypToadz,1809,9/9/21,2
Doodles,1809,10/18/21,2
CrypToadz,1809,1/4/22,2
Bored Ape Kennel Club,1809,2/20/22,2
CrypToadz,1809,3/17/22,4
Cool Cats,1810,7/7/21,2
Mutant Ape Yacht Club,1810,8/29/21,2
CrypToadz,1810,9/9/21,3
Bored Ape Kennel Club,1810,2/4/22,2
Doodles,1810,3/1/22,3
Mutant Ape Yacht Club,1810,3/17/22,2
Cool Cats,1811,9/3/21,2
Terraform,1811,1/24/22,2
CloneX,1811,2/22/22,2
Cryptopunks,1812,12/22/20,3
Cryptopunks,1812,2/23/21,2
Cryptopunks,1812,3/15/21,2
Bored Ape Kennel Club,1812,6/26/21,2
Cool Cats,1812,7/4/21,2
dotdotdots,1812,8/31/21,2
Doodles,1812,10/23/21,2
Bored Ape Yacht Club,1812,12/11/21,2
Bored Ape Kennel Club,1813,6/19/21,2
dotdotdots,1813,8/31/21,3
Mutant Ape Yacht Club,1813,12/27/21,2
Cryptopunks,1813,2/27/22,4
Cryptopunks,1814,9/11/20,3
Bored Ape Kennel Club,1814,8/18/21,2
Bored Ape Kennel Club,1814,8/21/21,2
World of Women,1814,8/26/21,2
CrypToadz,1814,9/9/21,2
Loot,1814,10/8/21,2
Doodles,1814,10/20/21,2
Cool Cats,1814,2/18/22,2
Meebits,1814,4/1/22,2
Cryptopunks,1815,4/19/21,3
Cool Cats,1815,7/4/21,2
Bored Ape Kennel Club,1815,8/31/21,3
dotdotdots,1815,9/1/21,2
Bored Ape Kennel Club,1815,9/19/21,4
CrypToadz,1815,9/24/21,3
Bored Ape Kennel Club,1815,9/25/21,2
Cool Cats,1815,12/23/21,2
World of Women,1815,1/12/22,2
Bored Ape Yacht Club,1815,1/28/22,2
Bored Ape Kennel Club,1815,3/19/22,2
Bored Ape Yacht Club,1816,1/4/22,2
Cool Cats,1816,2/20/22,2
Cool Cats,1816,3/8/22,2
dotdotdots,1817,8/31/21,3
World of Women,1817,9/26/21,2
Cool Cats,1817,3/19/22,2
World of Women,1817,3/27/22,2
Mutant Ape Yacht Club,1818,8/30/21,2
CloneX,1818,12/25/21,2
Mutant Ape Yacht Club,1818,12/26/21,2
CloneX,1818,4/3/22,2
Loot,1818,4/4/22,2
Bored Ape Yacht Club,1819,10/2/21,2
Bored Ape Yacht Club,1819,11/9/21,2
Mutant Ape Yacht Club,1819,11/13/21,2
Mutant Ape Yacht Club,1819,2/1/22,2
Mutant Ape Yacht Club,1819,2/4/22,2
Doodles,1819,3/17/22,3
Bored Ape Kennel Club,1819,3/24/22,3
