collection_name,token_id,date,trades
Cryptopunks,3680,9/22/20,3
Bored Ape Yacht Club,3680,6/19/21,2
Mutant Ape Yacht Club,3680,8/29/21,2
Meebits,3680,9/13/21,2
Bored Ape Yacht Club,3680,12/20/21,2
Bored Ape Yacht Club,3680,2/1/22,2
Bored Ape Kennel Club,3680,3/30/22,2
Bored Ape Kennel Club,3680,3/31/22,3
Cryptopunks,3681,10/6/20,2
Mutant Ape Yacht Club,3681,8/29/21,2
CrypToadz,3681,10/2/21,3
Loot,3681,12/22/21,2
Azuki,3681,1/20/22,3
Loot,3681,1/24/22,2
CrypToadz,3681,2/6/22,2
CrypToadz,3681,2/8/22,2
CrypToadz,3681,2/11/22,2
Bored Ape Kennel Club,3681,3/16/22,2
Bored Ape Kennel Club,3682,6/26/21,2
Cool Cats,3682,8/20/21,2
dotdotdots,3682,8/31/21,3
Bored Ape Yacht Club,3682,12/22/21,2
Doodles,3682,1/12/22,2
Doodles,3682,1/31/22,2
Doodles,3682,2/5/22,9
Doodles,3682,2/10/22,2
CrypToadz,3682,3/17/22,3
Cryptopunks,3683,9/15/20,2
Cryptopunks,3683,9/26/20,2
Cryptopunks,3683,3/11/21,2
Bored Ape Kennel Club,3683,6/23/21,2
Bored Ape Kennel Club,3683,8/4/21,2
CrypToadz,3683,12/28/21,2
Doodles,3683,1/12/22,2
Bored Ape Yacht Club,3683,1/15/22,2
Azuki,3683,1/21/22,2
Bored Ape Yacht Club,3683,2/1/22,3
Cool Cats,3683,2/7/22,2
Cool Cats,3683,3/14/22,2
Cool Cats,3684,8/1/21,2
World of Women,3684,11/26/21,2
CloneX,3684,12/14/21,2
CloneX,3684,2/4/22,3
Cool Cats,3685,7/18/21,3
Bored Ape Kennel Club,3685,7/19/21,3
World of Women,3685,7/28/21,2
CrypToadz,3685,9/14/21,2
CloneX,3685,1/4/22,2
Mutant Ape Yacht Club,3685,1/5/22,2
World of Women,3685,1/6/22,2
Doodles,3685,1/27/22,2
Meebits,3686,8/3/21,2
CrypToadz,3686,9/9/21,2
Bored Ape Yacht Club,3686,10/5/21,2
Cool Cats,3686,10/7/21,3
Bored Ape Yacht Club,3686,10/8/21,2
Doodles,3686,10/18/21,2
Doodles,3686,10/20/21,2
Cool Cats,3686,11/7/21,2
Mutant Ape Yacht Club,3686,12/5/21,2
Terraform,3686,12/20/21,2
Bored Ape Kennel Club,3686,12/25/21,2
CloneX,3686,2/3/22,3
World of Women,3687,8/5/21,2
CrypToadz,3687,10/21/21,4
Mutant Ape Yacht Club,3687,1/1/22,2
Mutant Ape Yacht Club,3687,2/15/22,2
Bored Ape Yacht Club,3688,5/30/21,2
Bored Ape Kennel Club,3688,8/14/21,2
Cool Cats,3688,8/21/21,2
Cool Cats,3688,8/24/21,4
Bored Ape Yacht Club,3688,8/28/21,2
Mutant Ape Yacht Club,3688,8/29/21,2
dotdotdots,3688,9/1/21,2
Bored Ape Kennel Club,3688,10/3/21,4
Meebits,3689,8/5/21,2
World of Women,3689,9/1/21,2
CrypToadz,3689,9/13/21,2
Mutant Ape Yacht Club,3689,2/6/22,2
Bored Ape Kennel Club,3689,2/15/22,2
Bored Ape Kennel Club,3690,6/19/21,3
Mutant Ape Yacht Club,3690,8/30/21,2
Cool Cats,3690,11/11/21,2
Doodles,3690,11/18/21,2
Cool Cats,3691,8/22/21,2
Bored Ape Kennel Club,3691,8/24/21,3
dotdotdots,3691,8/31/21,2
Bored Ape Kennel Club,3691,11/26/21,3
Mutant Ape Yacht Club,3691,12/22/21,3
Doodles,3691,1/5/22,2
Bored Ape Kennel Club,3691,1/20/22,2
Doodles,3691,2/20/22,3
Doodles,3691,3/1/22,2
Azuki,3691,3/13/22,2
Doodles,3691,3/31/22,3
Bored Ape Kennel Club,3692,6/21/21,2
Mutant Ape Yacht Club,3692,8/29/21,2
Terraform,3692,12/18/21,2
CloneX,3692,12/30/21,4
Cool Cats,3692,1/10/22,2
Cool Cats,3692,2/13/22,2
Mutant Ape Yacht Club,3693,9/1/21,2
Bored Ape Yacht Club,3693,9/8/21,2
Azuki,3693,2/19/22,2
Bored Ape Kennel Club,3693,3/31/22,4
Bored Ape Yacht Club,3694,6/11/21,2
Bored Ape Yacht Club,3694,6/12/21,3
Bored Ape Yacht Club,3694,6/18/21,2
Cool Cats,3694,7/18/21,2
Cool Cats,3694,8/13/21,4
Cool Cats,3694,8/14/21,2
CrypToadz,3694,9/9/21,2
CrypToadz,3694,9/14/21,2
Terraform,3694,12/24/21,2
Meebits,3694,3/17/22,2
Cryptopunks,3695,9/28/20,3
Mutant Ape Yacht Club,3695,8/29/21,2
CrypToadz,3695,9/14/21,2
Mutant Ape Yacht Club,3695,10/15/21,3
Meebits,3695,3/6/22,2
Cryptopunks,3695,3/11/22,2
Loot,3696,10/20/21,2
Bored Ape Kennel Club,3696,3/18/22,3
Cool Cats,3697,8/16/21,2
dotdotdots,3698,8/31/21,3
Loot,3698,9/1/21,2
CrypToadz,3698,9/10/21,2
Mutant Ape Yacht Club,3698,9/12/21,2
Mutant Ape Yacht Club,3698,9/14/21,3
Doodles,3698,3/2/22,3
Doodles,3698,3/5/22,2
World of Women,3698,3/24/22,2
Cool Cats,3699,8/1/21,2
Meebits,3699,8/13/21,2
Bored Ape Kennel Club,3699,12/5/21,2
CloneX,3699,1/15/22,2
Cryptopunks,3700,10/7/20,3
Cryptopunks,3700,10/20/20,2
Bored Ape Kennel Club,3700,6/19/21,2
Bored Ape Yacht Club,3700,7/6/21,2
Bored Ape Yacht Club,3700,8/27/21,2
Meebits,3700,9/19/21,2
CrypToadz,3700,11/7/21,2
CrypToadz,3700,11/14/21,2
CrypToadz,3700,12/12/21,2
CrypToadz,3700,12/27/21,2
Azuki,3700,1/21/22,2
Cool Cats,3700,2/20/22,2
Mutant Ape Yacht Club,3701,9/4/21,2
CrypToadz,3701,9/9/21,2
Bored Ape Kennel Club,3701,9/23/21,2
Bored Ape Yacht Club,3701,10/21/21,2
World of Women,3701,1/11/22,2
Bored Ape Kennel Club,3701,3/24/22,4
Cryptopunks,3702,8/15/21,2
CrypToadz,3702,9/11/21,4
CrypToadz,3702,10/5/21,4
Mutant Ape Yacht Club,3702,1/4/22,4
Mutant Ape Yacht Club,3702,2/4/22,3
Terraform,3702,2/15/22,2
Bored Ape Yacht Club,3702,4/1/22,2
Doodles,3703,10/18/21,2
Doodles,3703,3/1/22,2
Doodles,3703,3/10/22,2
Bored Ape Kennel Club,3704,6/19/21,3
Bored Ape Kennel Club,3704,7/2/21,2
Cool Cats,3704,7/4/21,2
Mutant Ape Yacht Club,3704,9/28/21,2
Doodles,3704,10/17/21,3
Cryptopunks,3705,9/15/20,2
Meebits,3705,5/6/21,3
Bored Ape Yacht Club,3705,7/14/21,2
Bored Ape Kennel Club,3705,8/4/21,2
World of Women,3705,1/13/22,2
Terraform,3705,1/24/22,2
Azuki,3705,2/2/22,2
World of Women,3705,3/8/22,2
Bored Ape Yacht Club,3706,5/31/21,2
Loot,3706,9/2/21,2
CloneX,3706,12/20/21,2
Terraform,3706,1/12/22,2
Bored Ape Kennel Club,3706,3/18/22,3
Meebits,3707,5/4/21,2
Meebits,3707,8/30/21,2
Meebits,3707,8/31/21,2
World of Women,3707,9/27/21,2
Loot,3707,12/22/21,2
CrypToadz,3707,1/1/22,2
Meebits,3707,1/10/22,2
Doodles,3707,1/12/22,2
Cryptopunks,3708,5/8/21,2
Meebits,3708,5/27/21,2
Bored Ape Kennel Club,3708,7/19/21,2
Meebits,3708,9/1/21,2
CloneX,3708,1/5/22,2
Mutant Ape Yacht Club,3708,3/14/22,2
dotdotdots,3709,9/1/21,2
CrypToadz,3709,9/9/21,2
CrypToadz,3709,9/15/21,2
CrypToadz,3709,9/23/21,2
CloneX,3709,12/14/21,2
Terraform,3709,12/20/21,2
Cool Cats,3710,7/5/21,3
Bored Ape Kennel Club,3710,7/15/21,3
Cool Cats,3710,8/6/21,2
Bored Ape Kennel Club,3710,8/21/21,2
Loot,3710,8/29/21,2
dotdotdots,3710,9/1/21,2
Doodles,3710,12/13/21,2
Doodles,3710,12/23/21,2
Doodles,3710,1/12/22,4
Bored Ape Kennel Club,3710,3/19/22,3
dotdotdots,3710,4/2/22,2
Cryptopunks,3711,2/28/20,2
Cryptopunks,3711,11/7/20,2
Cool Cats,3711,7/7/21,2
Bored Ape Kennel Club,3711,8/21/21,2
dotdotdots,3711,9/1/21,2
CrypToadz,3711,9/15/21,2
Mutant Ape Yacht Club,3711,12/26/21,3
Mutant Ape Yacht Club,3711,1/2/22,2
Doodles,3711,2/18/22,2
Doodles,3711,2/28/22,2
Doodles,3711,3/1/22,2
Mutant Ape Yacht Club,3711,3/17/22,2
Cryptopunks,3712,7/10/17,2
Meebits,3712,5/4/21,2
Cool Cats,3712,7/7/21,4
Cool Cats,3712,7/17/21,2
World of Women,3712,8/2/21,2
Bored Ape Kennel Club,3712,8/24/21,2
CrypToadz,3712,9/15/21,2
Meebits,3712,10/7/21,2
Terraform,3712,12/18/21,2
Loot,3712,12/22/21,2
Meebits,3712,3/24/22,2
CrypToadz,3713,9/19/21,2
CrypToadz,3713,12/11/21,2
Terraform,3713,12/18/21,4
Azuki,3713,1/26/22,2
Bored Ape Kennel Club,3714,7/16/21,2
World of Women,3714,8/18/21,2
dotdotdots,3714,9/7/21,2
CrypToadz,3714,9/9/21,2
Terraform,3714,12/18/21,2
Terraform,3714,12/20/21,2
Mutant Ape Yacht Club,3714,3/21/22,2
Bored Ape Yacht Club,3714,3/28/22,2
Meebits,3715,8/10/21,2
Bored Ape Yacht Club,3715,8/31/21,2
Mutant Ape Yacht Club,3715,9/3/21,2
CrypToadz,3715,9/14/21,2
CrypToadz,3715,9/15/21,2
Doodles,3715,10/27/21,2
Terraform,3715,12/22/21,2
CrypToadz,3716,10/18/21,2
Bored Ape Yacht Club,3716,10/28/21,2
Bored Ape Kennel Club,3716,12/26/21,2
Doodles,3716,3/5/22,2
Cryptopunks,3717,5/12/21,2
Cryptopunks,3717,5/18/21,3
Cool Cats,3717,7/18/21,2
Mutant Ape Yacht Club,3717,8/29/21,2
Mutant Ape Yacht Club,3717,8/30/21,2
Loot,3717,9/8/21,3
Doodles,3717,10/18/21,2
CloneX,3717,12/13/21,3
World of Women,3717,1/12/22,3
CrypToadz,3717,3/19/22,2
CrypToadz,3718,9/29/21,2
Azuki,3718,2/1/22,2
Mutant Ape Yacht Club,3718,3/4/22,2
dotdotdots,3719,8/31/21,2
dotdotdots,3719,2/7/22,2
Bored Ape Kennel Club,3720,6/18/21,2
dotdotdots,3720,8/31/21,2
Doodles,3720,11/8/21,2
Doodles,3720,11/16/21,2
Mutant Ape Yacht Club,3720,12/8/21,2
Doodles,3720,1/12/22,2
Azuki,3720,2/1/22,2
Doodles,3720,2/5/22,4
World of Women,3720,2/21/22,2
Doodles,3720,3/16/22,2
dotdotdots,3721,8/31/21,2
CrypToadz,3721,9/12/21,2
Bored Ape Yacht Club,3721,10/20/21,2
Azuki,3721,1/20/22,2
CloneX,3721,2/16/22,2
Bored Ape Yacht Club,3721,3/18/22,2
Bored Ape Yacht Club,3721,3/21/22,2
Mutant Ape Yacht Club,3722,8/29/21,4
Loot,3722,9/23/21,2
Terraform,3722,12/30/21,2
Cool Cats,3723,7/4/21,2
Cool Cats,3723,7/15/21,3
Cool Cats,3723,8/21/21,2
Cool Cats,3723,8/22/21,2
Cool Cats,3723,10/23/21,2
Terraform,3723,12/23/21,2
Cool Cats,3723,1/12/22,2
Azuki,3723,1/22/22,2
Cool Cats,3723,2/7/22,3
Doodles,3723,3/1/22,2
Bored Ape Yacht Club,3724,5/30/21,2
dotdotdots,3724,9/2/21,3
Loot,3724,11/4/21,2
Doodles,3724,3/9/22,3
Doodles,3724,3/11/22,2
World of Women,3724,4/7/22,2
Bored Ape Kennel Club,3725,8/4/21,2
Doodles,3725,11/12/21,2
Bored Ape Kennel Club,3726,8/1/21,2
World of Women,3726,1/16/22,2
Azuki,3726,1/23/22,2
Doodles,3726,1/27/22,2
Azuki,3727,1/16/22,2
Cryptopunks,3728,1/7/20,2
Bored Ape Kennel Club,3728,6/25/21,2
Cool Cats,3728,7/1/21,2
Cryptopunks,3728,8/6/21,2
Meebits,3728,8/30/21,3
dotdotdots,3728,9/3/21,2
CrypToadz,3728,12/14/21,2
Bored Ape Yacht Club,3728,1/1/22,2
CrypToadz,3728,2/6/22,2
Doodles,3728,3/1/22,2
Azuki,3728,3/23/22,4
Cool Cats,3729,7/18/21,2
Meebits,3729,8/30/21,2
dotdotdots,3729,9/1/21,2
Terraform,3729,12/24/21,2
CloneX,3729,1/2/22,3
Azuki,3729,1/13/22,2
Cool Cats,3729,3/22/22,3
Cool Cats,3729,3/24/22,2
Cryptopunks,3730,9/28/20,2
Cool Cats,3730,9/15/21,2
Doodles,3730,10/18/21,2
Bored Ape Kennel Club,3730,12/19/21,2
Doodles,3730,3/1/22,2
Terraform,3730,4/13/22,2
Cool Cats,3731,8/15/21,2
Cryptopunks,3732,3/16/19,2
Cryptopunks,3732,9/12/20,2
Bored Ape Kennel Club,3732,8/3/21,2
Mutant Ape Yacht Club,3732,8/29/21,2
Mutant Ape Yacht Club,3732,8/31/21,2
Loot,3732,9/7/21,3
CrypToadz,3732,11/4/21,3
Bored Ape Yacht Club,3732,1/3/22,2
Doodles,3732,1/10/22,46
Bored Ape Kennel Club,3732,1/12/22,2
Terraform,3732,2/20/22,3
CloneX,3732,2/21/22,3
Cryptopunks,3732,3/18/22,4
Mutant Ape Yacht Club,3733,8/29/21,2
Mutant Ape Yacht Club,3733,10/8/21,2
Doodles,3733,10/18/21,2
Doodles,3733,12/31/21,2
World of Women,3733,1/23/22,2
Azuki,3733,1/26/22,2
CrypToadz,3733,3/19/22,2
Bored Ape Yacht Club,3734,6/19/21,2
Cool Cats,3734,8/22/21,2
Cool Cats,3734,8/28/21,2
Mutant Ape Yacht Club,3734,8/29/21,3
Bored Ape Kennel Club,3734,9/16/21,2
Doodles,3734,10/17/21,2
Cool Cats,3734,1/31/22,2
Doodles,3734,2/5/22,3
Cool Cats,3734,2/12/22,7
Cool Cats,3734,3/19/22,2
Bored Ape Kennel Club,3735,6/26/21,2
Bored Ape Kennel Club,3735,7/1/21,2
Cool Cats,3735,7/18/21,2
Bored Ape Kennel Club,3735,8/14/21,2
Mutant Ape Yacht Club,3735,8/29/21,2
dotdotdots,3735,9/1/21,2
Cryptopunks,3736,4/12/21,3
Cryptopunks,3736,5/3/21,3
Cool Cats,3736,7/18/21,2
Cool Cats,3736,8/6/21,2
Cool Cats,3736,8/7/21,2
Cryptopunks,3736,8/8/21,2
Loot,3736,9/7/21,2
Mutant Ape Yacht Club,3736,11/14/21,2
Cryptopunks,3736,11/30/21,2
Cryptopunks,3736,12/7/21,3
Bored Ape Yacht Club,3736,12/22/21,3
World of Women,3736,1/12/22,4
Bored Ape Yacht Club,3736,1/29/22,2
Azuki,3736,2/4/22,2
Doodles,3736,3/1/22,2
Cool Cats,3737,7/18/21,2
Cryptopunks,3737,8/23/21,2
Cryptopunks,3737,8/27/21,3
Loot,3737,9/10/21,2
Cryptopunks,3737,11/2/21,2
Meebits,3737,1/12/22,2
Cryptopunks,3737,1/18/22,2
Cryptopunks,3737,1/22/22,2
CloneX,3737,2/20/22,2
Bored Ape Kennel Club,3738,6/19/21,2
Cool Cats,3738,7/18/21,2
CrypToadz,3738,9/14/21,2
Doodles,3738,10/19/21,2
CrypToadz,3738,11/10/21,2
CrypToadz,3738,11/20/21,2
Azuki,3738,2/1/22,2
Meebits,3738,3/17/22,3
CrypToadz,3738,3/19/22,2
Bored Ape Yacht Club,3738,4/1/22,3
Bored Ape Yacht Club,3739,5/1/21,2
Mutant Ape Yacht Club,3739,8/31/21,3
CrypToadz,3739,9/9/21,3
CrypToadz,3739,10/17/21,3
CloneX,3739,12/15/21,2
Terraform,3739,12/20/21,2
Meebits,3739,1/3/22,2
Meebits,3739,1/16/22,2
Azuki,3739,2/24/22,2
Cool Cats,3740,7/10/21,3
Mutant Ape Yacht Club,3740,8/29/21,2
Bored Ape Kennel Club,3740,1/2/22,2
CrypToadz,3740,1/8/22,3
Doodles,3740,1/12/22,2
Cool Cats,3740,1/31/22,2
Cryptopunks,3741,2/22/19,2
Cool Cats,3741,9/11/21,2
Mutant Ape Yacht Club,3741,9/24/21,2
Loot,3741,12/22/21,2
Azuki,3741,1/12/22,2
CloneX,3741,2/26/22,2
dotdotdots,3741,3/24/22,2
Mutant Ape Yacht Club,3741,3/29/22,2
Bored Ape Kennel Club,3742,6/25/21,2
Bored Ape Kennel Club,3742,8/23/21,2
dotdotdots,3742,9/1/21,4
Bored Ape Kennel Club,3742,10/29/21,2
World of Women,3742,2/2/22,3
Mutant Ape Yacht Club,3742,2/22/22,2
Cool Cats,3743,7/18/21,2
dotdotdots,3743,9/1/21,2
Cool Cats,3743,10/17/21,2
CrypToadz,3743,11/13/21,2
CrypToadz,3743,12/18/21,2
Azuki,3743,1/22/22,2
CloneX,3743,1/26/22,3
Doodles,3743,2/20/22,2
CrypToadz,3743,3/15/22,2
CrypToadz,3743,3/19/22,2
Cryptopunks,3744,1/19/21,3
Cryptopunks,3744,4/12/21,3
Cryptopunks,3744,5/3/21,3
Cryptopunks,3744,5/4/21,3
Cool Cats,3744,7/15/21,3
Cryptopunks,3744,8/13/21,2
Cryptopunks,3744,8/18/21,2
dotdotdots,3744,9/1/21,2
Cryptopunks,3744,10/14/21,2
Doodles,3744,12/17/21,2
CrypToadz,3744,12/27/21,2
Bored Ape Yacht Club,3744,1/13/22,2
Bored Ape Kennel Club,3744,1/31/22,4
Bored Ape Kennel Club,3744,2/1/22,3
Bored Ape Kennel Club,3744,3/4/22,2
Doodles,3744,3/14/22,2
Meebits,3745,5/31/21,2
Cool Cats,3745,7/10/21,3
Bored Ape Yacht Club,3745,7/30/21,2
World of Women,3745,8/6/21,2
Mutant Ape Yacht Club,3745,8/29/21,2
Cool Cats,3745,2/1/22,2
Bored Ape Yacht Club,3746,5/4/21,2
Bored Ape Kennel Club,3746,6/25/21,2
Loot,3746,8/31/21,2
Mutant Ape Yacht Club,3746,11/13/21,2
CrypToadz,3746,12/11/21,2
World of Women,3746,1/12/22,2
World of Women,3746,1/28/22,2
Bored Ape Yacht Club,3746,2/25/22,3
Cool Cats,3747,7/10/21,5
dotdotdots,3747,8/31/21,2
CrypToadz,3747,9/9/21,2
Bored Ape Yacht Club,3747,9/20/21,2
Mutant Ape Yacht Club,3747,11/14/21,2
CrypToadz,3747,12/27/21,2
Cool Cats,3747,2/1/22,2
Meebits,3747,3/19/22,2
Doodles,3747,3/27/22,2
Meebits,3748,5/8/21,2
dotdotdots,3748,8/31/21,2
dotdotdots,3748,9/1/21,2
CrypToadz,3748,9/10/21,2
CrypToadz,3748,9/27/21,2
Azuki,3748,1/21/22,2
Cool Cats,3749,7/1/21,2
Bored Ape Kennel Club,3749,8/9/21,2
Bored Ape Kennel Club,3749,8/11/21,2
CrypToadz,3749,3/19/22,2
Bored Ape Yacht Club,3750,8/5/21,4
Mutant Ape Yacht Club,3750,8/29/21,3
dotdotdots,3750,9/1/21,2
Mutant Ape Yacht Club,3750,12/27/21,2
Mutant Ape Yacht Club,3750,1/13/22,2
Cool Cats,3750,1/25/22,2
World of Women,3751,7/28/21,2
Bored Ape Kennel Club,3751,9/23/21,2
Mutant Ape Yacht Club,3751,11/13/21,2
Mutant Ape Yacht Club,3751,12/7/21,2
Terraform,3751,12/20/21,2
Azuki,3751,1/26/22,2
Mutant Ape Yacht Club,3751,3/17/22,2
Mutant Ape Yacht Club,3751,3/18/22,2
Cool Cats,3752,7/18/21,3
Mutant Ape Yacht Club,3752,8/29/21,2
Cool Cats,3752,8/30/21,2
dotdotdots,3752,8/31/21,3
Cool Cats,3752,9/6/21,2
Bored Ape Yacht Club,3752,9/14/21,2
Cool Cats,3752,9/15/21,3
Cryptopunks,3752,1/31/22,3
Terraform,3752,2/20/22,3
CrypToadz,3752,3/19/22,2
CrypToadz,3752,3/23/22,2
Cool Cats,3753,8/1/21,2
Cryptopunks,3753,8/7/21,2
Cool Cats,3753,8/8/21,3
Cryptopunks,3753,8/28/21,4
Cool Cats,3753,8/29/21,2
Cryptopunks,3754,9/15/20,2
Bored Ape Kennel Club,3754,7/17/21,2
World of Women,3754,7/28/21,2
dotdotdots,3754,8/31/21,2
Bored Ape Kennel Club,3754,9/9/21,2
CrypToadz,3754,9/28/21,3
CrypToadz,3754,10/21/21,2
CrypToadz,3754,12/26/21,2
dotdotdots,3755,8/31/21,2
dotdotdots,3755,9/1/21,2
CrypToadz,3755,12/11/21,2
CrypToadz,3755,1/26/22,2
Meebits,3755,3/12/22,2
CrypToadz,3755,3/19/22,3
Bored Ape Kennel Club,3756,7/18/21,2
dotdotdots,3756,8/31/21,2
Mutant Ape Yacht Club,3756,9/8/21,3
CrypToadz,3756,10/11/21,2
Bored Ape Kennel Club,3757,7/18/21,2
Bored Ape Yacht Club,3757,12/19/21,2
Loot,3757,12/22/21,2
dotdotdots,3757,1/13/22,2
Cool Cats,3758,11/17/21,2
Terraform,3758,12/18/21,3
Azuki,3758,1/21/22,2
Cool Cats,3758,3/27/22,2
Cryptopunks,3759,12/8/20,2
Cryptopunks,3759,12/22/20,3
Cryptopunks,3759,5/3/21,3
Cryptopunks,3759,8/1/21,5
Bored Ape Yacht Club,3759,8/20/21,2
Mutant Ape Yacht Club,3759,8/29/21,2
Bored Ape Yacht Club,3759,8/31/21,2
CrypToadz,3759,9/29/21,2
CrypToadz,3759,12/7/21,2
Azuki,3759,1/27/22,2
Bored Ape Yacht Club,3760,5/2/21,2
Bored Ape Kennel Club,3760,8/7/21,2
dotdotdots,3760,8/31/21,3
Bored Ape Yacht Club,3760,3/26/22,6
Bored Ape Yacht Club,3760,3/28/22,7
CrypToadz,3761,9/9/21,2
Azuki,3761,1/12/22,2
Bored Ape Kennel Club,3762,6/24/21,3
Cool Cats,3762,7/25/21,3
Cryptopunks,3762,8/28/21,3
Mutant Ape Yacht Club,3762,8/29/21,2
dotdotdots,3762,8/31/21,2
Cool Cats,3762,9/7/21,2
Cool Cats,3762,9/25/21,2
Terraform,3762,12/18/21,3
Doodles,3762,1/12/22,2
Loot,3762,3/11/22,2
Cool Cats,3763,7/25/21,2
dotdotdots,3763,8/31/21,2
Mutant Ape Yacht Club,3763,9/14/21,2
World of Women,3763,9/28/21,3
Doodles,3763,11/24/21,2
Loot,3763,12/22/21,2
Cryptopunks,3763,12/29/21,2
Bored Ape Kennel Club,3763,1/3/22,2
CloneX,3763,1/28/22,2
Bored Ape Yacht Club,3763,2/24/22,3
Bored Ape Yacht Club,3763,3/10/22,2
Meebits,3763,3/11/22,2
Bored Ape Yacht Club,3763,3/21/22,4
Bored Ape Kennel Club,3764,8/6/21,2
Bored Ape Yacht Club,3764,8/25/21,2
CrypToadz,3764,10/31/21,2
Azuki,3764,1/12/22,2
Mutant Ape Yacht Club,3764,2/20/22,2
CloneX,3764,3/19/22,2
Bored Ape Yacht Club,3765,5/2/21,3
Cool Cats,3765,7/7/21,2
Mutant Ape Yacht Club,3765,8/29/21,2
Cool Cats,3765,8/30/21,2
dotdotdots,3765,9/23/21,2
Bored Ape Kennel Club,3765,10/17/21,2
Azuki,3765,1/12/22,2
CrypToadz,3765,1/15/22,2
Doodles,3765,1/30/22,3
Bored Ape Kennel Club,3765,1/31/22,2
Cool Cats,3765,2/20/22,2
CloneX,3765,3/15/22,3
CloneX,3765,3/16/22,2
CloneX,3765,3/19/22,2
CloneX,3765,3/29/22,2
Cryptopunks,3766,9/23/20,2
Bored Ape Yacht Club,3766,7/27/21,2
Bored Ape Yacht Club,3766,7/28/21,2
World of Women,3766,8/28/21,2
Loot,3766,9/2/21,2
Loot,3766,9/5/21,2
Cool Cats,3766,9/13/21,2
World of Women,3766,1/13/22,2
CrypToadz,3766,2/20/22,3
Bored Ape Kennel Club,3767,6/19/21,2
Bored Ape Yacht Club,3767,6/20/21,2
Cool Cats,3767,7/6/21,2
Cool Cats,3767,7/7/21,2
World of Women,3767,8/2/21,2
CrypToadz,3767,12/27/21,3
CloneX,3767,1/29/22,2
Terraform,3767,2/22/22,6
Cryptopunks,3768,10/8/20,4
Bored Ape Kennel Club,3768,7/15/21,2
Cool Cats,3768,8/29/21,3
Doodles,3768,10/18/21,2
Meebits,3768,1/11/22,16
Meebits,3768,3/5/22,2
Cryptopunks,3769,9/28/20,3
Cryptopunks,3769,9/29/20,3
Cool Cats,3769,7/19/21,2
Bored Ape Yacht Club,3769,8/9/21,2
Bored Ape Kennel Club,3769,8/24/21,2
CrypToadz,3769,9/11/21,2
CrypToadz,3769,9/14/21,2
CrypToadz,3769,10/4/21,2
Mutant Ape Yacht Club,3769,12/27/21,2
Mutant Ape Yacht Club,3769,1/1/22,3
Cool Cats,3769,1/25/22,2
Bored Ape Kennel Club,3769,2/20/22,2
Mutant Ape Yacht Club,3769,3/28/22,2
Meebits,3770,6/18/21,2
Loot,3770,8/31/21,2
Meebits,3770,9/1/21,3
Cryptopunks,3770,9/2/21,2
Mutant Ape Yacht Club,3770,1/21/22,2
Mutant Ape Yacht Club,3770,1/22/22,2
Mutant Ape Yacht Club,3770,1/31/22,3
Cool Cats,3770,2/1/22,2
Cryptopunks,3771,9/15/20,2
Cool Cats,3771,7/6/21,2
Mutant Ape Yacht Club,3771,8/29/21,2
CrypToadz,3771,9/27/21,3
Mutant Ape Yacht Club,3771,11/16/21,2
Doodles,3771,1/26/22,2
Bored Ape Yacht Club,3771,2/20/22,2
Doodles,3771,3/1/22,2
Doodles,3771,3/18/22,2
Bored Ape Yacht Club,3771,3/29/22,3
Cryptopunks,3772,8/1/21,3
dotdotdots,3772,9/1/21,3
CrypToadz,3772,9/15/21,2
CrypToadz,3772,9/29/21,2
CrypToadz,3772,10/21/21,2
Terraform,3772,12/18/21,3
Doodles,3772,1/13/22,2
Mutant Ape Yacht Club,3772,1/30/22,2
Mutant Ape Yacht Club,3772,3/17/22,2
CrypToadz,3772,3/19/22,2
CrypToadz,3773,9/9/21,2
CrypToadz,3773,9/15/21,2
Terraform,3773,1/11/22,3
Terraform,3773,1/12/22,3
Cool Cats,3773,2/28/22,2
Bored Ape Yacht Club,3773,3/19/22,2
Bored Ape Kennel Club,3774,7/21/21,2
Loot,3774,8/31/21,2
dotdotdots,3774,9/1/21,2
Loot,3774,9/3/21,2
CrypToadz,3774,9/9/21,2
CrypToadz,3774,10/19/21,2
Doodles,3775,1/10/22,3
Cryptopunks,3776,9/11/20,3
Cryptopunks,3776,4/20/21,2
Bored Ape Yacht Club,3776,5/1/21,2
Cool Cats,3776,12/26/21,4
CrypToadz,3776,12/27/21,2
Meebits,3776,3/14/22,2
Terraform,3776,4/13/22,2
Terraform,3777,12/18/21,2
Mutant Ape Yacht Club,3777,1/26/22,2
CrypToadz,3778,9/10/21,2
Cryptopunks,3779,9/18/20,2
Bored Ape Kennel Club,3779,6/27/21,2
Cool Cats,3779,8/29/21,2
dotdotdots,3779,9/3/21,3
Terraform,3779,1/30/22,2
Cryptopunks,3780,9/15/20,2
Cryptopunks,3780,9/27/20,2
Cryptopunks,3780,4/23/21,2
Cryptopunks,3780,5/3/21,3
Cryptopunks,3780,8/3/21,2
Cryptopunks,3780,8/6/21,2
Cool Cats,3780,9/8/21,2
CrypToadz,3780,9/9/21,3
CrypToadz,3780,9/15/21,2
Cool Cats,3780,9/20/21,2
Bored Ape Yacht Club,3780,10/3/21,3
Bored Ape Yacht Club,3780,10/4/21,2
Bored Ape Kennel Club,3780,10/21/21,3
Bored Ape Yacht Club,3780,11/16/21,2
Bored Ape Kennel Club,3780,12/4/21,2
CloneX,3780,1/3/22,2
